"Season","Team","G","PA","AB","R","H","AVG","OBP","SLG","OPS","ISO","1B","2B","3B","HR","BB","SO","SB","CS","wOBA","wRC+","WAR"
"2005","BOS","2344","6403","5626","910","1579",".281",".357",".454",".811",".174","1020","339","21","199","653","1044","45","12",".352","112","27.6"
"2005","NYY","2319","6406","5624","886","1552",".276",".355",".450",".805",".174","1048","259","16","229","637","989","84","27",".350","116","17.4"
"2005","TEX","2193","6301","5716","865","1528",".267",".329",".468",".798",".201","928","311","29","260","495","1112","67","15",".344","106","20.8"
"2005","CIN","2309","6321","5565","820","1453",".261",".339",".446",".785",".185","881","335","15","222","611","1303","72","23",".340","103","23.2"
"2005","CLE","2166","6255","5609","790","1522",".271",".334",".453",".787",".181","948","337","30","207","503","1093","62","36",".340","110","30.9"
"2005","PHI","2273","6345","5542","807","1494",".270",".348",".423",".772",".154","1010","282","35","167","639","1083","116","27",".335","98","29.3"
"2005","ATL","2347","6186","5486","769","1453",".265",".333",".435",".768",".170","924","308","37","184","534","1084","92","32",".331","100","29.6"
"2005","STL","2324","6246","5538","805","1494",".270",".339",".423",".762",".153","1011","287","26","170","534","947","83","36",".331","100","27.1"
"2005","BAL","2323","6134","5551","729","1492",".269",".327",".434",".761",".165","980","296","27","189","447","902","83","37",".330","101","18.8"
"2005","CHC","2276","6161","5584","703","1506",".270",".324",".440",".764",".170","966","323","23","194","419","920","65","39",".329","95","21.3"
"2005","ARI","2370","6327","5550","696","1419",".256",".332",".421",".754",".165","910","291","27","191","606","1094","67","26",".328","91","12.4"
"2005","TBD","2245","6120","5552","750","1519",".274",".329",".425",".754",".151","1033","289","40","157","412","990","151","49",".327","101","20.6"
"2005","MIL","2226","6156","5448","726","1413",".259",".331",".423",".754",".163","892","327","19","175","531","1162","79","34",".327","95","19.4"
"2005","FLA","2296","6214","5502","717","1499",".272",".339",".409",".748",".137","1033","306","32","128","512","918","96","38",".326","98","18.2"
"2005","COL","2302","6240","5544","741","1478",".267",".333",".411",".744",".144","1014","280","34","150","509","1103","65","32",".325","85","10.3"
"2005","CHW","2208","6146","5529","741","1450",".262",".322",".425",".747",".163","974","253","23","200","435","1002","137","67",".324","95","18.0"
"2005","DET","2211","6136","5602","723","1521",".272",".321",".428",".750",".157","1025","283","45","168","384","1038","66","28",".324","99","20.9"
"2005","TOR","2281","6233","5581","775","1480",".265",".331",".407",".738",".142","998","307","39","136","486","955","72","35",".323","94","19.1"
"2005","OAK","2164","6275","5627","772","1476",".262",".330",".407",".737",".145","991","310","20","155","537","819","31","22",".323","99","23.0"
"2005","NYM","2213","6146","5505","722","1421",".258",".322",".416",".738",".158","935","279","32","175","486","1075","153","40",".320","93","18.1"
"2005","LAA","2234","6186","5624","761","1520",".270",".325",".409",".734",".139","1065","278","30","147","447","848","161","57",".319","96","19.6"
"2005","SDP","2380","6271","5502","684","1416",".257",".333",".391",".724",".134","978","269","39","130","600","977","99","44",".318","98","20.3"
"2005","HOU","2324","6139","5462","693","1400",".256",".322",".408",".730",".152","926","281","32","161","481","1037","115","44",".318","90","18.1"
"2005","LAD","2351","6134","5433","685","1374",".253",".326",".395",".721",".142","920","284","21","149","541","1094","58","35",".317","91","13.6"
"2005","PIT","2289","6221","5573","680","1445",".259",".322",".400",".723",".141","976","292","38","139","471","1092","73","30",".315","89","13.4"
"2005","KCR","2259","6086","5503","701","1445",".263",".320",".396",".716",".134","996","289","34","126","424","1008","53","33",".313","87","2.7"
"2005","SFG","2360","6077","5462","649","1427",".261",".319",".396",".714",".135","974","299","26","128","431","901","71","35",".312","86","13.0"
"2005","MIN","2235","6192","5564","688","1441",".259",".323",".391",".714",".132","1006","269","32","134","485","978","102","44",".312","89","13.2"
"2005","WSN","2352","6142","5426","639","1367",".252",".322",".386",".708",".134","907","311","32","117","491","1090","45","45",".309","88","16.6"
"2005","SEA","2258","6095","5507","699","1408",".256",".317",".391",".709",".136","955","289","34","130","466","986","102","47",".309","90","13.7"
